2000, 2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
7346,6861,7126,6749,6209,5412,5403,5549,5020,4174,3498,3525,3124,2984,2880,2853,2882,2789
